DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Consumption
1/1/2017 0:00,6.559,73.8,0.083,0.051,0.119,20240.96386
1/1/2017 0:10,6.414,74.5,0.083,0.07,0.085,20131.08434
1/1/2017 0:20,6.313,74.5,0.08,0.062,0.1,19668.43373
1/1/2017 0:30,6.121,75,0.083,0.091,0.096,18899.27711
1/1/2017 0:40,5.921,75.7,0.081,0.048,0.085,18442.40964
1/1/2017 0:50,5.853,76.9,0.081,0.059,0.108,18130.12048
1/1/2017 1:00,5.641,77.7,0.08,0.048,0.096,17945.06024
1/1/2017 1:10,5.496,78.2,0.085,0.055,0.093,17459.27711
1/1/2017 1:20,5.678,78.1,0.081,0.066,0.141,17025.54217
1/1/2017 1:30,5.491,77.3,0.082,0.062,0.111,16794.21687
1/1/2017 1:40,5.516,77.5,0.081,0.051,0.108,16638.07229
1/1/2017 1:50,5.471,76.7,0.083,0.059,0.126,16395.18072
1/1/2017 2:00,5.059,78.6,0.081,0.07,0.096,16117.59036
1/1/2017 2:10,4.968,78.8,0.084,0.07,0.134,15822.6506
1/1/2017 2:20,4.975,78.9,0.083,0.055,0.152,15672.28916
1/1/2017 2:30,4.897,79.1,0.083,0.07,0.096,15597.10843
1/1/2017 2:40,5.02,79.7,0.081,0.051,0.134,15510.36145
1/1/2017 2:50,5.407,78.5,0.082,0.062,0.163,15336.86747
1/1/2017 3:00,5.169,77.9,0.083,0.066,0.108,15140.24096
1/1/2017 3:10,5.081,77.7,0.084,0.051,0.13,15059.27711
1/1/2017 3:20,5.041,77.2,0.081,0.062,0.152,15013.01205
1/1/2017 3:30,5.034,76.9,0.083,0.051,0.185,14897.3494
1/1/2017 3:40,4.896,76.6,0.085,0.07,0.137,14602.40964
1/1/2017 3:50,4.805,76.2,0.081,0.059,0.134,14590.84337
1/1/2017 4:00,4.753,75.7,0.083,0.044,0.134,14585.06024
1/1/2017 4:10,4.901,74.4,0.083,0.07,0.122,14452.04819
1/1/2017 4:20,5.203,74.1,0.085,0.062,0.096,14232.28916
1/1/2017 4:30,5.394,71.9,0.081,0.073,0.1,14157.10843
1/1/2017 4:40,5.156,74,0.079,0.062,0.148,14232.28916
1/1/2017 4:50,5.179,74.2,0.083,0.037,0.137,14243.85542
1/1/2017 5:00,4.934,72.9,0.082,0.055,0.134,14243.85542
1/1/2017 5:10,4.718,75.8,0.08,0.051,0.152,14105.06024
1/1/2017 5:20,5.546,74,0.082,0.055,0.093,14266.98795
1/1/2017 5:30,4.658,73.5,0.08,0.044,0.104,14353.73494
1/1/2017 5:40,4.382,76.9,0.081,0.073,0.148,14538.79518
1/1/2017 5:50,4.212,78.3,0.081,0.117,0.082,14862.6506
1/1/2017 6:00,4.308,77.2,0.081,0.062,0.126,14908.91566
1/1/2017 6:10,4.735,74.3,0.08,0.04,0.156,14729.63855
1/1/2017 6:20,4.769,75.6,0.082,0.099,0.063,14625.54217
1/1/2017 6:30,4.92,73.7,0.083,0.099,0.096,14480.96386
1/1/2017 6:40,4.408,76.7,0.082,0.037,0.119,14319.03614
1/1/2017 6:50,4.29,77,0.085,0.033,0.193,14018.31325
1/1/2017 7:00,4.304,76,0.082,0.048,0.152,13492.04819
1/1/2017 7:10,4.513,74.6,0.084,0.055,0.134,12630.36145
1/1/2017 7:20,4.489,74.3,0.082,0.081,0.119,11600.96386
1/1/2017 7:30,4.356,72.3,0.082,0.07,0.119,10640.96386
1/1/2017 7:40,4.478,72.2,0.083,0.073,0.089,10455.90361
1/1/2017 7:50,4.583,71,0.083,0.066,0.104,10496.38554
1/1/2017 8:00,4.794,72,0.084,0.187,0.145,10710.36145
1/1/2017 8:10,4.807,73.1,0.082,0.955,0.949,10837.59036
1/1/2017 8:20,4.757,73.5,0.083,3.188,3.134,10941.68675
1/1/2017 8:30,4.509,74.5,0.084,6.643,6.494,11178.79518
1/1/2017 8:40,4.346,74.8,0.082,12.64,10.13,11514.21687
1/1/2017 8:50,4.718,73.7,0.081,58.97,17,11959.51807
1/1/2017 9:00,4.704,71.8,0.083,82.5,20.15,12283.37349
1/1/2017 9:10,4.624,74.1,0.082,106.9,22.55,12427.95181
1/1/2017 9:20,4.629,74.8,0.083,132.1,24.3,12826.98795
1/1/2017 9:30,4.599,74,0.082,156.1,26.9,13121.92771
1/1/2017 9:40,4.524,74.7,0.081,182.4,28.19,13648.19277
1/1/2017 9:50,4.575,74.5,0.082,208.8,29.2,13850.60241
1/1/2017 10:00,5.124,73.7,0.076,234.8,29.23,14162.89157
1/1/2017 10:10,5.836,71.3,2.66,257.9,31.01,14428.91566
1/1/2017 10:20,5.996,69.85,4.93,282.7,31.96,14671.80723
1/1/2017 10:30,6.22,68.81,4.924,307,32.42,15036.14458
1/1/2017 10:40,6.703,68.01,4.923,327.6,33.22,15267.46988
1/1/2017 10:50,6.993,66.14,4.918,349.6,33.41,15244.33735
1/1/2017 11:00,7.54,64.21,4.916,371.1,33.43,15591.3253
1/1/2017 11:10,8.22,61.9,4.916,388.2,33.89,15816.86747
1/1/2017 11:20,9.49,59.3,2.451,401.3,34.4,15932.53012
1/1/2017 11:30,10.65,56.03,0.084,419.5,35.29,16053.9759
1/1/2017 11:40,11.06,53.52,0.082,430.9,37.58,16256.38554
1/1/2017 11:50,12.4,53.26,0.08,437.5,43.46,16354.6988
1/1/2017 12:00,13.08,54.36,0.077,450.4,43.2,16562.89157
1/1/2017 12:10,14.38,54.42,0.076,470.5,37.92,16522.40964
1/1/2017 12:20,15.02,56.46,0.074,480,38.81,16649.63855
1/1/2017 12:30,15.55,58.7,0.075,486.1,39.46,16869.39759
1/1/2017 12:40,15.56,59.23,0.076,490.2,40.92,17094.93976
1/1/2017 12:50,15.49,59.3,0.076,495.9,40.9,17418.79518
1/1/2017 13:00,15.57,58.06,0.077,498.1,40.94,17413.01205
1/1/2017 13:10,15.65,58.7,0.077,498.1,42.75,17436.14458
1/1/2017 13:20,15.73,59.33,0.076,498.8,44.65,17332.04819
1/1/2017 13:30,15.68,58.6,0.079,497,44.26,17465.06024
1/1/2017 13:40,15.7,55.29,0.074,489.2,39.32,17164.33735
1/1/2017 13:50,15.75,52.45,0.077,482.4,38.65,16979.27711
1/1/2017 14:00,15.83,54.99,0.079,476.1,39.49,17054.45783
1/1/2017 14:10,15.79,56.66,0.076,467.7,39.94,17048.6747
1/1/2017 14:20,15.72,55.86,0.077,456.1,39.95,16950.36145
1/1/2017 14:30,15.8,54.06,0.075,449.2,41.52,16823.13253
1/1/2017 14:40,15.74,55.56,0.075,437.4,44.13,16684.33735
1/1/2017 14:50,15.72,56.69,0.077,422,43.87,16678.55422
1/1/2017 15:00,15.64,57.26,0.077,409,44.9,16753.73494
1/1/2017 15:10,15.69,57.96,0.074,391.8,46.89,16805.78313
1/1/2017 15:20,15.69,58.93,0.075,369.4,51.51,16649.63855
1/1/2017 15:30,15.6,58.7,0.073,321,57.14,16586.0241
1/1/2017 15:40,15.39,57.6,0.075,180.3,60.31,16476.14458
1/1/2017 15:50,15.34,58.7,0.075,149.5,67.85,16296.86747
1/1/2017 16:00,15.33,59.23,0.077,209.1,128.9,16256.38554
1/1/2017 16:10,15.48,57.46,0.074,265.1,219.1,16250.60241
1/1/2017 16:20,15.54,58.3,0.076,241.3,246,16192.77108
1/1/2017 16:30,15.53,58.8,0.077,219,248.1,16343.13253
1/1/2017 16:40,15.48,57.73,0.075,195.7,231.6,16522.40964
1/1/2017 16:50,15.47,58.23,0.077,174.9,211.9,16765.3012
1/1/2017 17:00,15.44,59.07,0.076,165.8,201.7,17719.51807
1/1/2017 17:10,15.35,59.3,0.077,132,163,19408.19277
1/1/2017 17:20,15.34,59,0.079,117.4,144.3,21883.37349
1/1/2017 17:30,15.11,59.53,0.076,97.6,120.6,23942.16867
1/1/2017 17:40,14.93,60.83,0.077,76.5,94,25179.75904
1/1/2017 17:50,14.71,61.87,0.086,26.51,28.08,25520.96386
1/1/2017 18:00,14.48,63.27,0.08,18,18.29,25544.09639
1/1/2017 18:10,14.29,63.94,0.078,6.994,7.02,25619.27711
1/1/2017 18:20,14.09,64.87,0.078,2.818,2.763,25798.55422
1/1/2017 18:30,13.89,66.11,0.076,0.809,0.89,25792.77108
1/1/2017 18:40,13.79,66.74,0.076,0.146,0.197,25734.93976
1/1/2017 18:50,13.54,66.71,0.076,0.062,0.089,25885.3012
1/1/2017 19:00,12.51,68.35,0.077,0.055,0.085,25989.39759
1/1/2017 19:10,12.06,70.2,0.078,0.066,0.096,26035.66265
1/1/2017 19:20,11.75,70.7,0.079,0.055,0.126,26191.80723
1/1/2017 19:30,11.61,70.7,0.077,0.081,0.126,26105.06024
1/1/2017 19:40,11.5,70.6,0.078,0.059,0.074,26342.16867
1/1/2017 19:50,11.43,70.7,0.076,0.048,0.093,26452.04819
1/1/2017 20:00,11.42,71.2,0.076,0.073,0.085,26469.39759
1/1/2017 20:10,11.69,71.1,0.078,0.091,0.104,26573.49398
1/1/2017 20:20,12.05,69.82,0.077,0.048,0.108,26434.6988
1/1/2017 20:30,11.87,69.98,0.076,0.051,0.093,26533.01205
1/1/2017 20:40,11.61,71.2,0.078,0.04,0.119,26515.66265
1/1/2017 20:50,11.5,72,0.078,0.07,0.078,26434.6988
1/1/2017 21:00,11.43,72,0.075,0.051,0.07,25966.26506
1/1/2017 21:10,11.29,72.2,0.075,0.051,0.119,25578.79518
1/1/2017 21:20,11.49,73.1,0.077,0.044,0.085,25607.71084
1/1/2017 21:30,12.24,70.1,0.077,0.073,0.089,25359.03614
1/1/2017 21:40,11.84,68.78,0.074,0.066,0.093,24971.56627
1/1/2017 21:50,12.2,68.78,0.074,0.066,0.122,24584.09639
1/1/2017 22:00,13.1,65.44,0.074,0.04,0.141,23976.86747
1/1/2017 22:10,13.2,63.84,0.074,0.081,0.093,23415.90361
1/1/2017 22:20,13.18,63.97,0.075,0.081,0.093,22698.79518
1/1/2017 22:30,12.64,66.77,0.072,0.044,0.141,22322.89157
1/1/2017 22:40,12.39,68.04,0.074,0.084,0.115,21813.9759
1/1/2017 22:50,12.24,69.18,0.077,0.059,0.119,21264.57831
1/1/2017 23:00,12.11,69.94,0.074,0.088,0.082,20686.26506
1/1/2017 23:10,12.07,70.7,0.076,0.033,0.078,20397.10843
1/1/2017 23:20,11.99,70.8,0.075,0.055,0.134,19905.54217
1/1/2017 23:30,11.32,74.7,0.075,0.07,0.1,19252.04819
1/1/2017 23:40,11.37,74.8,0.074,0.084,0.082,18847.22892
1/1/2017 23:50,11.41,74.1,0.076,0.077,0.122,18384.57831
1/2/2017 0:00,11.01,75.8,0.076,0.033,0.163,17916.14458
1/2/2017 0:10,10.74,77.3,0.078,0.084,0.108,17349.39759
1/2/2017 0:20,10.47,78.2,0.078,0.088,0.13,16985.06024
1/2/2017 0:30,10.31,79.2,0.076,0.091,0.134,16586.0241
1/2/2017 0:40,10.63,79.3,0.079,0.037,0.152,16366.26506
1/2/2017 0:50,10.84,78.4,0.073,0.062,0.156,16106.0241
1/2/2017 1:00,10.94,78.1,0.074,0.084,0.108,15643.37349
1/2/2017 1:10,11.12,77.9,0.073,0.055,0.145,15307.95181
1/2/2017 1:20,11.02,77.5,0.081,0.062,0.178,15093.9759
1/2/2017 1:30,10.5,78.9,0.076,0.066,0.145,14972.53012
1/2/2017 1:40,10.22,79.8,0.078,0.088,0.126,14833.73494
1/2/2017 1:50,10.42,81.3,0.075,0.073,0.13,14625.54217
1/2/2017 2:00,10.86,80,0.076,0.066,0.159,14405.78313
1/2/2017 2:10,11.17,77.3,0.077,0.066,0.13,14342.16867
1/2/2017 2:20,11.1,75.6,0.077,0.077,0.156,14191.80723
1/2/2017 2:30,11.14,75,0.081,0.07,0.156,14128.19277
1/2/2017 2:40,11.21,75.2,0.077,0.062,0.137,14081.92771
1/2/2017 2:50,10.71,77.4,0.079,0.07,0.148,13844.81928
1/2/2017 3:00,10.7,77.7,0.079,0.062,0.159,13948.91566
1/2/2017 3:10,10.58,78.6,0.075,0.055,0.137,13966.26506
1/2/2017 3:20,10.59,79.5,0.078,0.084,0.145,13827.46988
1/2/2017 3:30,10.68,79.4,0.079,0.059,0.156,13746.50602
1/2/2017 3:40,10.52,79.8,0.076,0.066,0.145,13642.40964
1/2/2017 3:50,10.34,80.6,0.078,0.088,0.119,13636.62651
1/2/2017 4:00,10.18,81.7,0.079,0.059,0.159,13549.87952
1/2/2017 4:10,10.41,82.3,0.074,0.077,0.126,13503.61446
1/2/2017 4:20,10.41,81.4,0.078,0.095,0.134,13549.87952
1/2/2017 4:30,10.39,81.5,0.074,0.088,0.119,13648.19277
1/2/2017 4:40,10.16,81.9,0.075,0.073,0.122,13717.59036
1/2/2017 4:50,9.97,82.8,0.077,0.066,0.178,13659.75904
1/2/2017 5:00,10.03,83.8,0.08,0.029,0.163,13642.40964
1/2/2017 5:10,9.98,83,0.078,0.073,0.115,13844.81928
1/2/2017 5:20,9.74,82.8,0.081,0.106,0.126,13931.56627
1/2/2017 5:30,9.54,83.7,0.078,0.081,0.174,14081.92771
1/2/2017 5:40,9.53,83.9,0.072,0.066,0.182,14174.45783
1/2/2017 5:50,9.56,84.1,0.073,0.077,0.134,14637.10843
1/2/2017 6:00,9.58,84.5,0.075,0.048,0.134,14868.43373
1/2/2017 6:10,9.44,84.1,0.075,0.07,0.145,14729.63855
1/2/2017 6:20,9.4,84.4,0.077,0.07,0.122,14712.28916
1/2/2017 6:30,9.38,84.6,0.076,0.044,0.141,14619.75904
1/2/2017 6:40,9.16,84.7,0.077,0.048,0.145,14573.49398
1/2/2017 6:50,9.06,85.6,0.076,0.059,0.141,14423.13253
1/2/2017 7:00,9.17,85.8,0.078,0.073,0.163,14400
1/2/2017 7:10,9.46,86.2,0.076,0.07,0.152,13862.16867
1/2/2017 7:20,9.74,85.4,0.072,0.077,0.111,13052.53012
1/2/2017 7:30,9.8,84.4,0.077,0.081,0.122,12404.81928
1/2/2017 7:40,9.58,83.9,0.079,0.073,0.13,11919.03614
1/2/2017 7:50,9.51,83.7,0.082,0.081,0.137,11543.13253
1/2/2017 8:00,9.44,83.2,0.084,0.124,0.223,11398.55422
1/2/2017 8:10,9.18,82.5,0.083,0.871,0.89,11560.48193
1/2/2017 8:20,8.96,83.4,0.083,2.95,2.867,11774.45783
1/2/2017 8:30,8.71,83.9,0.081,6.657,6.472,12248.6747
1/2/2017 8:40,8.52,85.1,0.081,13.02,11.56,12404.81928
1/2/2017 8:50,8.43,85.4,0.079,39.1,19.49,12358.55422
1/2/2017 9:00,8.44,85.9,0.08,64.11,24.49,12636.14458
1/2/2017 9:10,8.69,86.7,0.079,92.3,27.88,13110.36145
1/2/2017 9:20,9.02,86.7,0.082,117.2,30.43,13474.6988
1/2/2017 9:30,9.17,86.9,0.079,134.7,33.24,13763.85542
1/2/2017 9:40,10.48,87,0.079,169.2,35.2,13925.78313
1/2/2017 9:50,11.13,83.5,0.08,194,36.92,14324.81928
1/2/2017 10:00,11.68,81.7,0.08,218.3,39.07,14619.75904
1/2/2017 10:10,12.22,78,0.075,246.6,40.01,15059.27711
1/2/2017 10:20,12.61,74.8,0.076,270.6,40.59,15238.55422
1/2/2017 10:30,13.07,72.7,0.075,288.3,42.31,15510.36145
1/2/2017 10:40,13.61,70.2,0.077,309.8,43.74,15787.95181
1/2/2017 10:50,14,69.22,0.077,337.2,43.39,16094.45783
1/2/2017 11:00,14.55,64.11,0.077,360.7,41.43,16325.78313
1/2/2017 11:10,14.94,58.46,0.077,381.4,41.13,16343.13253
1/2/2017 11:20,15.08,57.23,0.076,396.6,40.66,16458.79518
1/2/2017 11:30,15.18,55.83,0.076,410.8,41.23,16429.87952
1/2/2017 11:40,15.28,56.49,0.075,425.6,41.84,16655.42169
1/2/2017 11:50,15.27,55.93,0.076,440.2,41.83,16857.83133
1/2/2017 12:00,15.21,55.69,0.077,452.5,41.73,16742.16867
