,name,locationStatus,timestamp,rssiOne,rssiTwo
8965,FF:FF:C2:1D:9B:54,OUTSIDE,1551367496681,-77,-77
8966,FF:FF:C2:1D:9B:54,OUTSIDE,1551367496681,-77,-77
8967,FF:FF:C2:1D:9B:54,OUTSIDE,1551367497703,-88,-88
8968,FF:FF:C2:1D:9B:54,OUTSIDE,1551367498755,-83,-83
8969,FF:FF:C2:1D:9B:54,OUTSIDE,1551367500523,-79,-79
8970,FF:FF:C2:1D:9B:54,OUTSIDE,1551367500523,-79,-79
8971,FF:FF:C2:1D:9B:54,OUTSIDE,1551367501006,-82,-82
8972,FF:FF:C2:1D:9B:54,OUTSIDE,1551367502222,-81,-81
8973,FF:FF:C2:1D:9B:54,OUTSIDE,1551367504813,-80,-80
8974,FF:FF:C2:1D:9B:54,OUTSIDE,1551367504813,-80,-80
8975,FF:FF:C2:1D:9B:54,OUTSIDE,1551367505376,-80,-80
8976,FF:FF:C2:1D:9B:54,OUTSIDE,1551367506037,-77,-77
8977,FF:FF:C2:1D:9B:54,OUTSIDE,1551367508214,-75,-75
8978,FF:FF:C2:1D:9B:54,OUTSIDE,1551367508214,-75,-75
8979,FF:FF:C2:1D:9B:54,OUTSIDE,1551367509495,-84,-84
8980,FF:FF:C2:1D:9B:54,OUTSIDE,1551367510129,-81,-81
8981,FF:FF:C2:1D:9B:54,OUTSIDE,1551367511032,-82,-82
8982,FF:FF:C2:1D:9B:54,OUTSIDE,1551367512042,-77,-77
8983,FF:FF:C2:1D:9B:54,OUTSIDE,1551367513035,-92,-92
8984,FF:FF:C2:1D:9B:54,OUTSIDE,1551367514116,-93,-93
8985,FF:FF:C2:1D:9B:54,OUTSIDE,1551367515020,-88,-88
8986,FF:FF:C2:1D:9B:54,OUTSIDE,1551367516076,-86,-86
8987,FF:FF:C2:1D:9B:54,OUTSIDE,1551367517159,-85,-85
8989,FF:FF:C2:1D:9B:54,OUTSIDE,1551367518162,-76,-76
8991,FF:FF:C2:1D:9B:54,OUTSIDE,1551367519036,-84,-84
8993,FF:FF:C2:1D:9B:54,OUTSIDE,1551367520149,-81,-81
8995,FF:FF:C2:1D:9B:54,OUTSIDE,1551367521006,-88,-88
8997,FF:FF:C2:1D:9B:54,OUTSIDE,1551367525454,-80,-80
8999,FF:FF:C2:1D:9B:54,OUTSIDE,1551367525454,-80,-80
9001,FF:FF:C2:1D:9B:54,OUTSIDE,1551367525454,-80,-80
9004,FF:FF:C2:1D:9B:54,OUTSIDE,1551367525454,-80,-80
9007,FF:FF:C2:1D:9B:54,OUTSIDE,1551367527149,-93,-93
9010,FF:FF:C2:1D:9B:54,OUTSIDE,1551367527149,-93,-93
9013,FF:FF:C2:1D:9B:54,OUTSIDE,1551367528225,-89,-89
9017,FF:FF:C2:1D:9B:54,OUTSIDE,1551367529076,-86,-86
9021,FF:FF:C2:1D:9B:54,OUTSIDE,1551367530050,-80,-80
9025,FF:FF:C2:1D:9B:54,OUTSIDE,1551367531026,-81,-81
9029,FF:FF:C2:1D:9B:54,OUTSIDE,1551367532067,-80,-80
9033,FF:FF:C2:1D:9B:54,OUTSIDE,1551367533548,-81,-81
9037,FF:FF:C2:1D:9B:54,OUTSIDE,1551367534026,-78,-78
9041,FF:FF:C2:1D:9B:54,OUTSIDE,1551367535704,-80,-80
9045,FF:FF:C2:1D:9B:54,OUTSIDE,1551367536096,-90,-90
9049,FF:FF:C2:1D:9B:54,OUTSIDE,1551367537518,-90,-90
9053,FF:FF:C2:1D:9B:54,OUTSIDE,1551367538037,-90,-90
9057,FF:FF:C2:1D:9B:54,OUTSIDE,1551367539403,-84,-84
9061,FF:FF:C2:1D:9B:54,OUTSIDE,1551367540075,-89,-89
9065,FF:FF:C2:1D:9B:54,OUTSIDE,1551367541218,-89,-89
9069,FF:FF:C2:1D:9B:54,OUTSIDE,1551367542076,-87,-87
9073,FF:FF:C2:1D:9B:54,OUTSIDE,1551367543375,-83,-83
9077,FF:FF:C2:1D:9B:54,OUTSIDE,1551367545063,-88,-88
9081,FF:FF:C2:1D:9B:54,OUTSIDE,1551367545063,-88,-88
9085,FF:FF:C2:1D:9B:54,OUTSIDE,1551367546168,-95,-95
9089,FF:FF:C2:1D:9B:54,OUTSIDE,1551367547224,-84,-84
9093,FF:FF:C2:1D:9B:54,OUTSIDE,1551367548679,-80,-80
9097,FF:FF:C2:1D:9B:54,OUTSIDE,1551367549424,-86,-86
9101,FF:FF:C2:1D:9B:54,OUTSIDE,1551367550005,-82,-82
9105,FF:FF:C2:1D:9B:54,OUTSIDE,1551367551725,-87,-87
9109,FF:FF:C2:1D:9B:54,OUTSIDE,1551367552150,-85,-85
9113,FF:FF:C2:1D:9B:54,OUTSIDE,1551367553028,-89,-89
9117,FF:FF:C2:1D:9B:54,OUTSIDE,1551367555081,-85,-85
9121,FF:FF:C2:1D:9B:54,OUTSIDE,1551367555081,-85,-85
9125,FF:FF:C2:1D:9B:54,OUTSIDE,1551367558125,-82,-82
9129,FF:FF:C2:1D:9B:54,OUTSIDE,1551367558125,-82,-82
9133,FF:FF:C2:1D:9B:54,OUTSIDE,1551367558125,-82,-82
9137,FF:FF:C2:1D:9B:54,OUTSIDE,1551367560884,-83,-83
9141,FF:FF:C2:1D:9B:54,OUTSIDE,1551367560884,-83,-83
9145,FF:FF:C2:1D:9B:54,OUTSIDE,1551367561120,-88,-88
9149,FF:FF:C2:1D:9B:54,OUTSIDE,1551367562170,-82,-82
9153,FF:FF:C2:1D:9B:54,OUTSIDE,1551367565606,-86,-86
9157,FF:FF:C2:1D:9B:54,OUTSIDE,1551367565606,-86,-86
9161,FF:FF:C2:1D:9B:54,OUTSIDE,1551367565606,-86,-86
9165,FF:FF:C2:1D:9B:54,OUTSIDE,1551367566037,-85,-85
