,name,locationStatus,timestamp,rssiOne,rssiTwo
9003,FF:FF:C2:1D:9B:52,OUTSIDE,1551367529504,-84,-84
9006,FF:FF:C2:1D:9B:52,OUTSIDE,1551367529504,-84,-84
9009,FF:FF:C2:1D:9B:52,OUTSIDE,1551367529504,-84,-84
9012,FF:FF:C2:1D:9B:52,OUTSIDE,1551367529504,-84,-84
9015,FF:FF:C2:1D:9B:52,OUTSIDE,1551367529504,-84,-84
9019,FF:FF:C2:1D:9B:52,OUTSIDE,1551367530158,-85,-85
9023,FF:FF:C2:1D:9B:52,OUTSIDE,1551367531249,-82,-82
9027,FF:FF:C2:1D:9B:52,OUTSIDE,1551367532066,-85,-85
9031,FF:FF:C2:1D:9B:52,OUTSIDE,1551367533519,-92,-92
9035,FF:FF:C2:1D:9B:52,OUTSIDE,1551367534597,-95,-95
9039,FF:FF:C2:1D:9B:52,OUTSIDE,1551367535105,-91,-91
9043,FF:FF:C2:1D:9B:52,OUTSIDE,1551367536451,-89,-89
9047,FF:FF:C2:1D:9B:52,OUTSIDE,1551367537156,-87,-87
9051,FF:FF:C2:1D:9B:52,OUTSIDE,1551367538672,-86,-86
9055,FF:FF:C2:1D:9B:52,OUTSIDE,1551367539150,-83,-83
9059,FF:FF:C2:1D:9B:52,OUTSIDE,1551367540424,-79,-79
9063,FF:FF:C2:1D:9B:52,OUTSIDE,1551367541001,-80,-80
9067,FF:FF:C2:1D:9B:52,OUTSIDE,1551367542153,-91,-91
9071,FF:FF:C2:1D:9B:52,OUTSIDE,1551367543017,-87,-87
9075,FF:FF:C2:1D:9B:52,OUTSIDE,1551367544056,-85,-85
9079,FF:FF:C2:1D:9B:52,OUTSIDE,1551367545089,-82,-82
9083,FF:FF:C2:1D:9B:52,OUTSIDE,1551367546119,-72,-72
9087,FF:FF:C2:1D:9B:52,OUTSIDE,1551367547226,-79,-79
9091,FF:FF:C2:1D:9B:52,OUTSIDE,1551367548107,-76,-76
9095,FF:FF:C2:1D:9B:52,OUTSIDE,1551367549166,-75,-75
9099,FF:FF:C2:1D:9B:52,OUTSIDE,1551367550502,-72,-72
9103,FF:FF:C2:1D:9B:52,OUTSIDE,1551367551066,-77,-77
9107,FF:FF:C2:1D:9B:52,OUTSIDE,1551367552150,-71,-71
9111,FF:FF:C2:1D:9B:52,OUTSIDE,1551367553234,-85,-85
9115,FF:FF:C2:1D:9B:52,OUTSIDE,1551367554050,-86,-86
9119,FF:FF:C2:1D:9B:52,OUTSIDE,1551367555280,-83,-83
9123,FF:FF:C2:1D:9B:52,OUTSIDE,1551367556015,-86,-86
9127,FF:FF:C2:1D:9B:52,OUTSIDE,1551367557064,-80,-80
9131,FF:FF:C2:1D:9B:52,OUTSIDE,1551367558782,-90,-90
9135,FF:FF:C2:1D:9B:52,OUTSIDE,1551367559003,-92,-92
9139,FF:FF:C2:1D:9B:52,OUTSIDE,1551367560946,-93,-93
9143,FF:FF:C2:1D:9B:52,OUTSIDE,1551367561306,-90,-90
9147,FF:FF:C2:1D:9B:52,OUTSIDE,1551367562001,-84,-84
9151,FF:FF:C2:1D:9B:52,OUTSIDE,1551367563003,-83,-83
9155,FF:FF:C2:1D:9B:52,OUTSIDE,1551367564242,-86,-86
9159,FF:FF:C2:1D:9B:52,OUTSIDE,1551367565320,-75,-75
9163,FF:FF:C2:1D:9B:52,OUTSIDE,1551367566401,-78,-78
9167,FF:FF:C2:1D:9B:52,OUTSIDE,1551367567505,-74,-74
9171,FF:FF:C2:1D:9B:52,OUTSIDE,1551367568086,-74,-74
9175,FF:FF:C2:1D:9B:52,OUTSIDE,1551367569166,-79,-79
9179,FF:FF:C2:1D:9B:52,OUTSIDE,1551367570045,-80,-80
9183,FF:FF:C2:1D:9B:52,OUTSIDE,1551367571012,-72,-72
9187,FF:FF:C2:1D:9B:52,OUTSIDE,1551367572059,-71,-71
9191,FF:FF:C2:1D:9B:52,OUTSIDE,1551367573028,-76,-76
9195,FF:FF:C2:1D:9B:52,OUTSIDE,1551367574086,-71,-71
9199,FF:FF:C2:1D:9B:52,OUTSIDE,1551367575024,-70,-70
9203,FF:FF:C2:1D:9B:52,OUTSIDE,1551367576064,-87,-87
9207,FF:FF:C2:1D:9B:52,OUTSIDE,1551367578354,-91,-91
9211,FF:FF:C2:1D:9B:52,OUTSIDE,1551367578354,-91,-91
9215,FF:FF:C2:1D:9B:52,OUTSIDE,1551367579225,-90,-90
9219,FF:FF:C2:1D:9B:52,OUTSIDE,1551367580289,-89,-89
9223,FF:FF:C2:1D:9B:52,OUTSIDE,1551367581173,-94,-94
9227,FF:FF:C2:1D:9B:52,OUTSIDE,1551367584129,-94,-94
9231,FF:FF:C2:1D:9B:52,OUTSIDE,1551367584129,-94,-94
9235,FF:FF:C2:1D:9B:52,OUTSIDE,1551367584129,-94,-94
9239,FF:FF:C2:1D:9B:52,OUTSIDE,1551367585042,-91,-91
9243,FF:FF:C2:1D:9B:52,OUTSIDE,1551367586006,-85,-85
9247,FF:FF:C2:1D:9B:52,OUTSIDE,1551367587107,-84,-84
9251,FF:FF:C2:1D:9B:52,OUTSIDE,1551367588167,-95,-95
9255,FF:FF:C2:1D:9B:52,OUTSIDE,1551367590131,-86,-86
9259,FF:FF:C2:1D:9B:52,OUTSIDE,1551367590131,-86,-86
9263,FF:FF:C2:1D:9B:52,OUTSIDE,1551367591146,-85,-85
