,name,locationStatus,timestamp,rssiOne,rssiTwo
9016,FF:FF:C0:22:3D:C1,OUTSIDE,1551367533316,-93,-93
9020,FF:FF:C0:22:3D:C1,OUTSIDE,1551367533316,-93,-93
9024,FF:FF:C0:22:3D:C1,OUTSIDE,1551367533316,-93,-93
9028,FF:FF:C0:22:3D:C1,OUTSIDE,1551367533316,-93,-93
9032,FF:FF:C0:22:3D:C1,OUTSIDE,1551367533316,-93,-93
9036,FF:FF:C0:22:3D:C1,OUTSIDE,1551367534225,-80,-80
9040,FF:FF:C0:22:3D:C1,OUTSIDE,1551367535087,-85,-85
9044,FF:FF:C0:22:3D:C1,OUTSIDE,1551367536365,-75,-75
9048,FF:FF:C0:22:3D:C1,OUTSIDE,1551367537036,-85,-85
9052,FF:FF:C0:22:3D:C1,OUTSIDE,1551367538921,-84,-84
9056,FF:FF:C0:22:3D:C1,OUTSIDE,1551367539150,-92,-92
9060,FF:FF:C0:22:3D:C1,OUTSIDE,1551367540218,-89,-89
9064,FF:FF:C0:22:3D:C1,OUTSIDE,1551367541024,-85,-85
9068,FF:FF:C0:22:3D:C1,OUTSIDE,1551367542076,-86,-86
9072,FF:FF:C0:22:3D:C1,OUTSIDE,1551367543155,-83,-83
9076,FF:FF:C0:22:3D:C1,OUTSIDE,1551367544056,-76,-76
9080,FF:FF:C0:22:3D:C1,OUTSIDE,1551367545042,-83,-83
9084,FF:FF:C0:22:3D:C1,OUTSIDE,1551367546143,-75,-75
9088,FF:FF:C0:22:3D:C1,OUTSIDE,1551367547016,-68,-68
9092,FF:FF:C0:22:3D:C1,OUTSIDE,1551367548095,-66,-66
9096,FF:FF:C0:22:3D:C1,OUTSIDE,1551367549166,-70,-70
9100,FF:FF:C0:22:3D:C1,OUTSIDE,1551367550186,-71,-71
9104,FF:FF:C0:22:3D:C1,OUTSIDE,1551367551741,-75,-75
9108,FF:FF:C0:22:3D:C1,OUTSIDE,1551367552148,-79,-79
9112,FF:FF:C0:22:3D:C1,OUTSIDE,1551367553199,-85,-85
9116,FF:FF:C0:22:3D:C1,OUTSIDE,1551367554022,-86,-86
9120,FF:FF:C0:22:3D:C1,OUTSIDE,1551367555132,-76,-76
9124,FF:FF:C0:22:3D:C1,OUTSIDE,1551367557064,-78,-78
9128,FF:FF:C0:22:3D:C1,OUTSIDE,1551367557064,-78,-78
9132,FF:FF:C0:22:3D:C1,OUTSIDE,1551367558125,-92,-92
9136,FF:FF:C0:22:3D:C1,OUTSIDE,1551367559122,-89,-89
9140,FF:FF:C0:22:3D:C1,OUTSIDE,1551367560035,-89,-89
