,name,locationStatus,timestamp,rssiOne,rssiTwo
4417,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367495596,-88,-88
4419,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367497960,-89,-89
4421,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367497960,-89,-89
4423,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367498562,-84,-84
4425,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367499236,-83,-83
4427,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367500234,-87,-87
4429,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367502239,-83,-83
4431,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367502239,-83,-83
4433,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367503079,-83,-83
4435,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367505643,-82,-82
4437,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367505643,-82,-82
4439,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367506917,-86,-86
4441,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367507349,-85,-85
4443,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367510766,-82,-82
4446,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367510766,-82,-82
4449,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367510766,-82,-82
4452,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367511821,-83,-83
4458,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367518449,-90,-90
4461,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367518449,-90,-90
4464,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367518449,-90,-90
4467,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367518449,-90,-90
4470,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367518449,-90,-90
4473,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367520846,-75,-75
4475,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367520846,-75,-75
4477,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367522740,-76,-76
4479,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367522740,-76,-76
4481,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367524584,-79,-79
4483,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367524584,-79,-79
4485,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367526177,-74,-74
4487,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367526177,-74,-74
4489,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367528421,-82,-82
4491,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367528421,-82,-82
4493,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367529106,-79,-79
4495,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367530030,-74,-74
4498,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367531863,-79,-79
4501,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367532067,-83,-83
4504,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367534254,-81,-81
4507,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367534254,-81,-81
4510,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367535878,-82,-82
4513,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367539742,-77,-77
4516,FF:FF:C2:1E:05:19,IN_VESTIBULE,1551367539742,-77,-77
