,name,locationStatus,timestamp,rssiOne,rssiTwo
8988,FF:FF:C2:1D:9B:71,OUTSIDE,1551367521397,-77,-77
8990,FF:FF:C2:1D:9B:71,OUTSIDE,1551367521397,-77,-77
8992,FF:FF:C2:1D:9B:71,OUTSIDE,1551367521397,-77,-77
8994,FF:FF:C2:1D:9B:71,OUTSIDE,1551367521397,-77,-77
8996,FF:FF:C2:1D:9B:71,OUTSIDE,1551367521397,-77,-77
8998,FF:FF:C2:1D:9B:71,OUTSIDE,1551367522287,-85,-85
9000,FF:FF:C2:1D:9B:71,OUTSIDE,1551367523084,-75,-75
9002,FF:FF:C2:1D:9B:71,OUTSIDE,1551367524184,-82,-82
9005,FF:FF:C2:1D:9B:71,OUTSIDE,1551367525037,-71,-71
9008,FF:FF:C2:1D:9B:71,OUTSIDE,1551367526127,-79,-79
9011,FF:FF:C2:1D:9B:71,OUTSIDE,1551367527149,-89,-89
9014,FF:FF:C2:1D:9B:71,OUTSIDE,1551367528224,-88,-88
9018,FF:FF:C2:1D:9B:71,OUTSIDE,1551367529529,-96,-96
9022,FF:FF:C2:1D:9B:71,OUTSIDE,1551367530196,-90,-90
9026,FF:FF:C2:1D:9B:71,OUTSIDE,1551367531249,-91,-91
9030,FF:FF:C2:1D:9B:71,OUTSIDE,1551367532381,-92,-92
9034,FF:FF:C2:1D:9B:71,OUTSIDE,1551367533118,-88,-88
9038,FF:FF:C2:1D:9B:71,OUTSIDE,1551367534237,-86,-86
9042,FF:FF:C2:1D:9B:71,OUTSIDE,1551367535086,-91,-91
9046,FF:FF:C2:1D:9B:71,OUTSIDE,1551367536235,-87,-87
9050,FF:FF:C2:1D:9B:71,OUTSIDE,1551367537052,-84,-84
9054,FF:FF:C2:1D:9B:71,OUTSIDE,1551367538037,-85,-85
9058,FF:FF:C2:1D:9B:71,OUTSIDE,1551367539322,-92,-92
9062,FF:FF:C2:1D:9B:71,OUTSIDE,1551367540067,-86,-86
9066,FF:FF:C2:1D:9B:71,OUTSIDE,1551367541001,-80,-80
9070,FF:FF:C2:1D:9B:71,OUTSIDE,1551367542480,-70,-70
9074,FF:FF:C2:1D:9B:71,OUTSIDE,1551367543031,-71,-71
9078,FF:FF:C2:1D:9B:71,OUTSIDE,1551367544268,-86,-86
9082,FF:FF:C2:1D:9B:71,OUTSIDE,1551367545063,-89,-89
9086,FF:FF:C2:1D:9B:71,OUTSIDE,1551367546475,-90,-90
9090,FF:FF:C2:1D:9B:71,OUTSIDE,1551367547006,-83,-83
9094,FF:FF:C2:1D:9B:71,OUTSIDE,1551367548165,-86,-86
9098,FF:FF:C2:1D:9B:71,OUTSIDE,1551367549190,-91,-91
9102,FF:FF:C2:1D:9B:71,OUTSIDE,1551367550162,-83,-83
9106,FF:FF:C2:1D:9B:71,OUTSIDE,1551367551093,-92,-92
9110,FF:FF:C2:1D:9B:71,OUTSIDE,1551367552159,-93,-93
9114,FF:FF:C2:1D:9B:71,OUTSIDE,1551367553006,-93,-93
9118,FF:FF:C2:1D:9B:71,OUTSIDE,1551367555571,-93,-93
9122,FF:FF:C2:1D:9B:71,OUTSIDE,1551367555571,-93,-93
9126,FF:FF:C2:1D:9B:71,OUTSIDE,1551367557099,-89,-89
9130,FF:FF:C2:1D:9B:71,OUTSIDE,1551367557099,-89,-89
