,name,locationStatus,timestamp,rssiOne,rssiTwo
1,FF:FF:C0:21:EF:BA,INSIDE,1551367496681,-93,-93
5,FF:FF:C0:21:EF:BA,INSIDE,1551367496681,-93,-93
9,FF:FF:C0:21:EF:BA,INSIDE,1551367500949,-80,-80
13,FF:FF:C0:21:EF:BA,INSIDE,1551367500949,-80,-80
17,FF:FF:C0:21:EF:BA,INSIDE,1551367500949,-80,-80
21,FF:FF:C0:21:EF:BA,INSIDE,1551367500949,-80,-80
25,FF:FF:C0:21:EF:BA,INSIDE,1551367504359,-92,-92
29,FF:FF:C0:21:EF:BA,INSIDE,1551367504359,-92,-92
33,FF:FF:C0:21:EF:BA,INSIDE,1551367504359,-92,-92
37,FF:FF:C0:21:EF:BA,INSIDE,1551367504359,-92,-92
41,FF:FF:C0:21:EF:BA,INSIDE,1551367505012,-95,-95
45,FF:FF:C0:21:EF:BA,INSIDE,1551367506031,-92,-92
49,FF:FF:C0:21:EF:BA,INSIDE,1551367510275,-93,-93
53,FF:FF:C0:21:EF:BA,INSIDE,1551367510275,-93,-93
57,FF:FF:C0:21:EF:BA,INSIDE,1551367510275,-93,-93
61,FF:FF:C0:21:EF:BA,INSIDE,1551367510275,-93,-93
65,FF:FF:C0:21:EF:BA,INSIDE,1551367511039,-88,-88
69,FF:FF:C0:21:EF:BA,INSIDE,1551367512662,-93,-93
73,FF:FF:C0:21:EF:BA,INSIDE,1551367517019,-88,-88
77,FF:FF:C0:21:EF:BA,INSIDE,1551367517019,-88,-88
81,FF:FF:C0:21:EF:BA,INSIDE,1551367517019,-88,-88
84,FF:FF:C0:21:EF:BA,INSIDE,1551367517019,-88,-88
87,FF:FF:C0:21:EF:BA,INSIDE,1551367517019,-88,-88
89,FF:FF:C0:21:EF:BA,INSIDE,1551367519287,-94,-94
92,FF:FF:C0:21:EF:BA,INSIDE,1551367519287,-94,-94
95,FF:FF:C0:21:EF:BA,INSIDE,1551367520318,-96,-96
99,FF:FF:C0:21:EF:BA,INSIDE,1551367522370,-85,-85
103,FF:FF:C0:21:EF:BA,INSIDE,1551367522370,-85,-85
107,FF:FF:C0:21:EF:BA,INSIDE,1551367523999,-89,-89
111,FF:FF:C0:21:EF:BA,INSIDE,1551367524592,-89,-89
115,FF:FF:C0:21:EF:BA,INSIDE,1551367525667,-90,-90
119,FF:FF:C0:21:EF:BA,INSIDE,1551367526316,-93,-93
123,FF:FF:C0:21:EF:BA,INSIDE,1551367527006,-90,-90
127,FF:FF:C0:21:EF:BA,INSIDE,1551367528057,-93,-93
131,FF:FF:C0:21:EF:BA,INSIDE,1551367531257,-97,-97
135,FF:FF:C0:21:EF:BA,INSIDE,1551367531257,-97,-97
139,FF:FF:C0:21:EF:BA,INSIDE,1551367531257,-97,-97
143,FF:FF:C0:21:EF:BA,INSIDE,1551367532330,-88,-88
147,FF:FF:C0:21:EF:BA,INSIDE,1551367537837,-93,-93
151,FF:FF:C0:21:EF:BA,INSIDE,1551367537837,-93,-93
154,FF:FF:C0:21:EF:BA,INSIDE,1551367537837,-93,-93
157,FF:FF:C0:21:EF:BA,INSIDE,1551367537837,-93,-93
160,FF:FF:C0:21:EF:BA,INSIDE,1551367537837,-93,-93
164,FF:FF:C0:21:EF:BA,INSIDE,1551367538528,-83,-83
168,FF:FF:C0:21:EF:BA,INSIDE,1551367540062,-93,-93
172,FF:FF:C0:21:EF:BA,INSIDE,1551367540062,-93,-93
176,FF:FF:C0:21:EF:BA,INSIDE,1551367541225,-84,-84
180,FF:FF:C0:21:EF:BA,INSIDE,1551367542278,-88,-88
184,FF:FF:C0:21:EF:BA,INSIDE,1551367543021,-87,-87
188,FF:FF:C0:21:EF:BA,INSIDE,1551367544056,-79,-79
192,FF:FF:C0:21:EF:BA,INSIDE,1551367546181,-94,-94
196,FF:FF:C0:21:EF:BA,INSIDE,1551367546181,-94,-94
200,FF:FF:C0:21:EF:BA,INSIDE,1551367547001,-89,-89
204,FF:FF:C0:21:EF:BA,INSIDE,1551367548905,-89,-89
208,FF:FF:C0:21:EF:BA,INSIDE,1551367551725,-87,-87
212,FF:FF:C0:21:EF:BA,INSIDE,1551367551725,-87,-87
216,FF:FF:C0:21:EF:BA,INSIDE,1551367551725,-87,-87
220,FF:FF:C0:21:EF:BA,INSIDE,1551367553040,-91,-91
223,FF:FF:C0:21:EF:BA,INSIDE,1551367553040,-91,-91
226,FF:FF:C0:21:EF:BA,INSIDE,1551367554048,-85,-85
229,FF:FF:C0:21:EF:BA,INSIDE,1551367555081,-86,-86
233,FF:FF:C0:21:EF:BA,INSIDE,1551367556038,-93,-93
237,FF:FF:C0:21:EF:BA,INSIDE,1551367557265,-80,-80
241,FF:FF:C0:21:EF:BA,INSIDE,1551367558992,-79,-79
245,FF:FF:C0:21:EF:BA,INSIDE,1551367560236,-80,-80
249,FF:FF:C0:21:EF:BA,INSIDE,1551367560236,-80,-80
253,FF:FF:C0:21:EF:BA,INSIDE,1551367562651,-93,-93
257,FF:FF:C0:21:EF:BA,INSIDE,1551367562651,-93,-93
261,FF:FF:C0:21:EF:BA,INSIDE,1551367563251,-91,-91
265,FF:FF:C0:21:EF:BA,INSIDE,1551367566800,-93,-93
269,FF:FF:C0:21:EF:BA,INSIDE,1551367566800,-93,-93
273,FF:FF:C0:21:EF:BA,INSIDE,1551367566800,-93,-93
277,FF:FF:C0:21:EF:BA,INSIDE,1551367567314,-92,-92
281,FF:FF:C0:21:EF:BA,INSIDE,1551367569655,-93,-93
285,FF:FF:C0:21:EF:BA,INSIDE,1551367569655,-93,-93
