,name,locationStatus,timestamp,rssiOne,rssiTwo
4983,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367697701,-81,-81
4987,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367697701,-81,-81
4991,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367697701,-81,-81
4995,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367697701,-81,-81
4999,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367697701,-81,-81
5003,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367698059,-74,-74
5007,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367699140,-72,-72
5011,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367700023,-78,-78
5015,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367701028,-77,-77
5019,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367702106,-85,-85
5023,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367703019,-77,-77
5027,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367704285,-82,-82
5031,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367705218,-71,-71
5035,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367706341,-80,-80
5039,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367707438,-76,-76
5043,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367708123,-79,-79
5047,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367709181,-86,-86
5051,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367710179,-77,-77
5055,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367711060,-76,-76
5059,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367712003,-93,-93
5063,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367713030,-87,-87
5067,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367714021,-83,-83
5071,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367715103,-81,-81
5075,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367716242,-83,-83
5079,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367717103,-80,-80
5083,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367718143,-78,-78
5087,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367719140,-83,-83
5091,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367720256,-86,-86
5095,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367721151,-87,-87
5099,FF:FF:C0:21:EF:A4,IN_VESTIBULE,1551367722004,-88,-88
